6894.1	51.535	80.384	0.95119
6894.2	51.793	80.405	0.94202
6894.8	52.957	80.375	0.1205
6894.8	53.091	79.926	6.2598
6894.8	53.281	79.658	6.1901
6895.2	53.828	77.126	0.37122
6895.2	53.692	77.352	0.41288
6895.3	53.757	77.525	0.43852
6895.3	53.769	77.699	0.52932
6895.3	53.623	77.984	0.63275
6895.3	53.366	78.233	0.62643
6895.4	53.108	78.418	0.66158
6895.4	53.032	78.451	0.78851
6895.4	52.844	78.411	0.96536
6895.4	52.681	78.425	1.0974
6895.5	52.634	78.525	1.2004
6895.5	52.734	78.566	1.4014
6895.5	52.755	78.4	1.5001
6895.5	52.769	78.225	1.5263
6895.6	52.786	78.011	1.5035
6895.6	52.828	77.798	1.4693
6895.6	52.953	77.69	1.4693
6895.6	53.009	77.504	1.5149
6895.7	52.925	77.192	1.6305
6895.7	52.667	77.172	1.6736
6895.7	52.288	76.921	1.8088
6895.7	51.773	76.73	1.8707
6895.8	51.232	76.633	1.8833
6895.8	50.677	76.601	1.8869
6895.8	49.98	76.633	1.9148
6895.8	49.305	76.738	1.9174
6895.9	48.704	76.975	1.9808
6895.9	48.28	77.212	2.0242
6895.9	47.988	77.338	1.972
6895.9	47.57	77.305	1.9234
6896	47.363	77.289	2.0078
6896	47.157	77.235	2.0074
6896	46.949	77.165	1.9605
6896.1	46.64	77.126	1.9115
6896.1	46.291	77.099	1.8833
6896.1	45.973	77.074	1.8697
6896.1	45.726	77.048	1.8233
6896.2	45.739	76.881	1.8233
6896.2	45.753	76.71	1.8233
6896.2	45.857	76.592	1.7558
6896.2	46.03	76.497	1.6516
6896.3	46.224	76.344	1.577
6896.3	46.563	76.286	1.4585
6896.3	46.783	76.285	1.3018
6896.3	46.96	76.196	1.1855
6896.4	47.128	76.099	1.116
6896.4	47.301	76.113	1.1062
6896.4	47.533	76.166	1.0386
6896.4	47.838	76.308	0.87859
6896.5	47.991	76.58	0.69778
6896.5	48.295	76.854	0.63207
6896.5	48.555	77.194	0.54603
6896.5	48.709	77.503	0.46788
6896.6	48.777	77.735	0.40308
6896.6	48.857	77.829	0.37775
6896.6	48.774	77.905	0.31129
6896.6	48.621	77.98	0.21576
6896.7	48.488	78.016	0.13891
6896.7	48.421	77.994	0.098951
6896.7	48.428	77.907	0.056138
6896.7	48.515	77.831	0.055137
6896.8	48.791	77.746	0.018884
6896.8	49.132	77.662	6.2489
6896.8	49.63	77.537	6.2387
6896.8	50.425	77.322	6.2648
6896.9	51.243	77.138	0.0063005
6896.9	51.81	77.088	6.269
6896.9	51.989	76.934	6.1078
6896.9	51.893	76.681	6.1358
6897	52.005	76.378	6.1694
6897	52.279	76.095	6.1541
6897	52.545	75.884	6.0921
6897	52.71	75.897	6.1824
6897.1	53.174	75.933	6.1187
6897.1	53.589	75.913	6.0997
6897.1	53.93	75.826	6.1197
6897.2	54.267	75.672	6.1151
6897.2	54.45	75.465	6.0812
6897.2	54.784	75.274	6.0655
6897.2	55.574	75.161	6.119
6897.3	56.47	75.069	6.0689
6897.3	57.179	75.138	6.1173
6897.3	57.729	75.183	6.1458
6897.3	58.249	75.18	6.1536
6897.4	58.761	75.301	0.0014484
6897.4	59.354	75.182	6.2397
6897.4	59.969	75.057	6.1893
6897.4	60.472	75.014	6.19
6897.5	60.788	75.083	6.2487
6897.5	60.773	75.252	0.052638
6897.5	60.683	75.329	6.2374
6897.5	60.694	75.482	6.2195
6897.6	60.737	75.653	6.2274
6897.6	60.56	76.043	6.1021
6897.6	60.289	76.568	6.0689
6897.6	59.949	76.855	6.1128
6897.7	59.573	76.657	6.1874
6897.7	59.453	76.064	6.2233
6897.7	59.487	75.383	0.021917
6897.7	59.466	74.918	0.020223
6897.8	59.435	74.685	6.2524
6897.8	59.47	74.616	6.2331
6897.8	59.708	74.62	0.075573
6897.8	60.186	74.564	0.11109
6897.9	60.752	74.449	0.14703
6897.9	61.294	74.381	0.16869
6897.9	61.764	74.403	0.16145
6897.9	62.113	74.416	0.21632
6898	62.533	74.488	0.19724
6898	63.095	74.677	0.050162
6898	63.444	74.618	0.0075544
6898	63.785	74.49	0.074965
6898.1	64.337	74.557	0.086258
6898.1	65.151	74.82	0.055137
6898.1	66.073	75.155	0.066758
6898.2	66.907	75.478	0.19303
6898.2	67.738	75.725	0.14835
6898.2	68.459	75.803	0.086646
6898.2	69.128	75.77	0.026257
6898.3	69.746	75.716	6.2316
6898.3	70.43	75.519	6.2714
6898.3	70.743	75.498	6.2796
6898.3	70.965	75.515	6.2796
6898.4	71.384	75.548	0.041625
6898.4	72.061	75.601	0.086344
6898.4	72.735	75.577	0.088941
6898.4	73.3	75.389	0.045237
6898.5	73.663	75.002	0.0045478
6898.5	74.138	74.592	6.1015
6898.5	74.692	73.933	5.9414
6898.5	75.276	73.323	5.8364
6898.6	75.809	72.793	5.8066
6898.6	76.014	72.308	5.9161
6898.6	76.482	71.741	5.8857
6898.6	77.023	71.178	5.8603
6898.7	77.517	70.833	5.8238
6898.7	77.902	70.653	5.788
6898.7	78.09	70.389	5.8159
6898.7	78.226	69.985	5.8374
6898.8	78.286	69.386	5.845
6898.8	78.411	68.83	5.8043
6899.2	84.34	66.871	5.9779
6899.2	84.805	66.88	5.9749
6899.2	85.291	66.839	5.8514
6899.3	85.647	66.867	5.8514
6899.3	85.868	66.737	5.7518
6899.3	86.038	66.684	5.7753
6899.3	86.18	66.668	5.8278
6899.4	86.265	66.589	5.7643
6899.4	86.286	66.322	5.7774
6899.4	86.311	65.998	5.7797
6899.4	86.284	65.76	5.8109
6899.5	86.236	65.599	5.8514
6899.5	86.245	65.486	5.8514
6899.5	86.21	65.42	5.8772
6899.5	86.163	65.416	5.9321
6899.6	86.243	65.422	5.9815
6899.6	86.49	65.525	6.0588
6899.6	86.549	65.674	6.081
6899.6	86.497	65.873	6.0469
6899.7	86.409	66.109	5.9821
6899.7	86.387	66.383	5.9583
6899.7	86.548	66.489	5.8758
6899.7	86.781	66.351	5.8769
6899.8	87.052	66.154	5.9179
6899.8	87.271	65.979	5.9623
6899.8	87.291	65.723	5.985
6899.8	87.551	65.571	5.9354
6899.9	87.916	65.319	5.8951
6899.9	88.345	65.005	5.8577
6899.9	88.741	64.606	5.837
6899.9	89.267	64.224	5.8071
6900	89.799	63.931	5.8675
6900	90.153	63.773	6.0312
6900	90.597	63.473	5.8772
6900	91.136	63.024	5.8514
6900.1	91.626	62.511	5.8092
6900.1	91.985	61.926	5.7884
6900.1	92.106	61.345	5.8514
6900.1	92.147	60.828	5.8514
6900.2	92.187	60.312	5.8514
6900.2	92.169	59.872	5.8075
6900.2	92.05	59.5	5.7065
6900.2	91.849	59.253	5.5336
6900.3	91.913	59.199	5.3131
6900.3	91.861	59.102	5.1252
6900.3	91.542	58.904	5.0242
6900.4	91.152	58.352	4.9742
6900.4	90.576	57.874	4.9406
6900.7	86.937	51.574	4.4551
6900.7	86.378	51.163	4.4721
6900.7	85.837	50.552	4.5029
6900.7	85.332	49.744	4.4924
6900.8	84.924	48.937	4.4458
6900.8	84.619	48.393	4.4458
6900.8	83.991	47.823	4.3387
6900.8	83.367	47.275	4.3039
6900.9	82.863	46.832	4.3314
6900.9	82.553	46.542	4.3562
6900.9	82.235	46.171	4.2334
6900.9	82.195	45.407	4.4249
6901	82.174	44.862	4.3365
6901	82.167	44.28	4.2338
6901	82.11	43.73	4.1722
6901	82.047	43.258	4.1626
6901.1	82.017	42.754	4.1323
6901.1	82.026	42.195	4.0748
6901.1	81.706	41.578	4.0154
6901.1	81.326	41.049	4.0014
6901.2	80.967	40.577	4.0221
6901.9	63.163	33.48	3.3593
6902	62.404	33.493	3.4955
6902	61.837	33.615	3.5144
6902	61.392	33.755	3.4854
6902	60.743	33.794	3.4337
6902.1	59.981	33.934	3.358
6902.1	59.258	34.139	3.3118
6902.1	58.692	34.341	3.3186
6902.1	58.267	34.553	3.3087
6902.2	57.969	34.716	3.2712
6902.2	57.597	34.825	3.1921
6902.2	57.187	34.909	3.1009
6902.2	56.619	35.158	3.0458
6902.3	56.133	35.467	3.0221
6902.3	55.775	35.797	3.0335
6902.3	55.396	36.206	3.0724
6902.3	55.01	36.697	3.0724
6902.4	54.941	36.846	3.0389
6902.4	54.833	36.973	2.9576
6902.4	54.71	37.079	2.875
6902.5	54.704	37.072	2.8678
6902.5	54.625	36.979	2.7744
6902.5	54.457	37.162	2.6383
6902.5	54.173	37.3	2.4961
6902.6	53.9	37.443	2.3852
6902.6	53.759	37.777	2.3025
6902.6	53.415	38.261	2.3111
6902.6	52.94	38.838	2.4409
6902.7	52.734	39.256	2.5735
6902.7	52.468	39.489	2.5212
6902.7	52.31	39.737	2.5471
6902.7	52.17	39.903	2.6464
6902.8	51.953	39.879	2.8289
6902.8	51.588	39.986	3.051
6902.8	51.333	39.919	3.3655
6902.8	51.073	39.855	3.7227
6902.9	50.775	39.705	3.9277
6902.9	50.489	39.432	3.9416
6902.9	50.34	39.032	3.8083
6902.9	50.031	38.636	3.6962
6903	49.712	38.2	3.5551
6903	49.389	37.751	3.4197
6903	49.007	37.265	3.2502
6903	48.653	36.809	3.1358
6903.1	48.172	36.567	3.1047
6903.1	47.479	36.534	3.1486
6903.1	47.208	36.687	3.1912
6903.1	46.799	36.822	3.2386
6903.2	46.346	37.068	3.2828
6903.2	46.132	37.173	3.3556
6903.2	45.945	37.298	3.4996
6903.2	45.976	37.516	3.8672
6903.3	46.022	37.499	3.9477
6903.3	46.028	37.344	3.8903
6903.3	46.008	37.099	3.7615
6903.3	46.139	36.483	3.8832
6903.4	46.258	36.382	3.7731
6903.4	46.382	36.271	3.6613
6903.4	46.536	36.119	3.5359
6903.4	46.76	36.06	3.5135
6903.5	46.859	35.988	3.4517
6903.5	46.91	36.004	3.4324
6903.5	46.909	36.093	3.4432
6903.6	46.782	36.177	3.3976
6903.6	46.661	36.257	3.3255
6903.6	46.662	36.422	3.4287
6903.6	46.801	36.67	3.8019
6903.7	47.032	36.885	4.0863
6903.7	47.325	37.001	4.15
6903.7	47.697	37.203	4.2383
6903.7	47.954	37.266	4.2314
6903.8	48.179	37.29	4.208
6903.8	48.318	37.307	4.199
6903.8	48.286	37.252	4.1758
6903.8	47.975	36.9	4.2343
6903.9	47.794	36.351	4.3093
6903.9	48.11	35.536	4.4394
6903.9	48.629	34.845	4.4562
6903.9	49.159	34.095	4.4344
6904	49.683	33.333	4.4085
6904	50.222	32.583	4.3859
6904	50.744	31.976	4.4461
6904	51.17	31.686	4.4685
6904.1	51.363	31.662	4.4915
6904.1	51.328	31.663	4.4811
6904.1	51.152	31.594	4.4395
6904.1	50.917	31.633	4.4079
6904.2	50.537	31.669	4.4032
6904.2	49.858	31.694	4.4371
6904.2	49.456	31.663	4.3642
6904.2	48.819	31.541	4.3584
6904.3	48.132	31.292	4.3558
6904.3	47.631	31.062	4.3218
6904.3	47.368	30.967	4.2604
6904.3	47.22	31.083	4.2064
6904.4	46.983	31.193	4.1455
6904.4	46.903	31.315	4.0276
6904.4	46.916	31.444	3.8846
6904.4	46.929	31.583	3.7485
6904.5	46.937	31.796	3.6932
6904.5	47.024	31.944	3.5934
6904.5	47.137	32.155	3.5758
6904.6	47.25	32.401	3.5894
6904.6	47.473	32.774	3.7201
6904.6	47.756	33.266	3.9012
6904.6	48.331	33.981	3.9968
6904.7	48.955	34.636	4.052
6904.7	49.232	35.223	4.1016
6904.7	49.423	35.588	4.0732
6904.7	49.404	35.705	4.0487
6904.8	49.268	35.548	4.0187
6904.8	49.224	35.035	3.9079
6904.8	49.192	34.344	3.7836
6904.8	49.329	33.243	3.6776
6904.9	49.421	32.547	3.6926
6904.9	49.439	32.316	3.7813
6904.9	49.434	32.374	3.8193
6904.9	49.423	32.514	3.8641
6905	49.482	32.777	3.901
6905	49.866	33.05	3.8547
6905	50.275	33.341	3.9009
6905	50.802	33.767	3.8821
6905.1	51.325	34.118	3.8496
6905.1	51.756	34.349	3.8496
6905.1	51.898	34.693	3.8496
6905.1	51.887	35.05	3.8496
6905.2	51.86	35.397	3.8496
6905.2	51.727	35.678	3.8743
6905.2	51.457	35.896	3.9368
6905.2	51.195	36.042	4.0385
6905.3	50.996	36.206	4.374
6905.3	50.855	36.286	4.5715
6905.3	50.741	36.333	4.6983
6905.3	50.738	36.125	4.8187
6905.4	50.814	35.781	4.8628
6905.4	51.024	35.336	4.937
6905.4	51.401	34.826	5.1426
6905.4	51.692	34.204	5.0979
6905.5	52.152	33.409	5.0523
6905.5	52.68	32.699	5.0338
6905.5	53.193	32.098	5.0338
6905.5	53.559	31.664	5.03
6905.6	53.816	31.684	4.9877
6905.6	53.843	31.831	5.0534
6905.6	53.749	31.796	5.0893
6905.7	53.592	31.571	5.0945
6905.7	53.44	31.264	5.1121
6905.7	53.28	31.009	5.1224
6905.7	53.07	30.702	5.1636
6905.8	52.811	30.408	5.2931
6905.8	52.592	30.345	5.468
6905.8	52.5	30.445	5.486
6905.8	52.584	30.631	5.3569
6905.9	52.774	30.838	5.2099
6905.9	53.232	31.198	5.2099
6905.9	53.5	31.319	5.1788
6905.9	53.809	31.563	5.0857
6906	54.069	31.868	5.055
6906	54.252	32.271	5.0746
6906	54.291	32.895	5.0007
6906	54.085	33.312	4.8838
6906.1	53.947	33.443	4.8005
6906.1	53.831	33.489	4.7314
6906.1	53.51	33.471	4.5747
6906.1	53.075	33.382	4.4442
6906.2	52.497	33.216	4.3471
6906.2	51.765	32.955	4.2604
6906.2	50.797	32.545	4.2604
6906.2	49.862	32.204	4.3245
6906.3	49.177	32.067	4.2894
6906.3	48.919	32.243	4.1013
6906.3	48.77	32.518	3.8795
6906.3	48.674	33.017	3.8784
6906.4	48.735	33.53	3.9012
6906.4	48.978	33.932	3.8064
6906.4	49.224	34.251	3.682
6906.4	49.295	34.504	3.5163
6906.5	49.248	34.748	3.3342
6906.5	49.044	34.932	3.1572
6906.5	48.468	34.894	3.0188
6906.5	47.938	35.026	2.9505
6906.6	47.548	35.168	2.9394
6906.6	47.243	35.408	2.911
6906.6	47.045	35.682	2.875
6906.6	47.033	35.848	2.875
6906.7	47.019	36.021	2.875
6906.7	47.28	36.359	2.875
6906.7	47.536	36.712	2.6919
6906.8	47.687	37.013	2.4442
6906.8	47.696	37.18	2.3322
6907.3	48.252	44.347	2.1772
6907.3	47.737	44.156	2.0836
6907.4	47.279	44.058	2.0801
6907.4	46.84	44.098	2.0408
6907.4	46.47	44.267	1.8949
6907.4	46.344	44.778	1.6956
6907.5	46.235	45.058	1.7416
6907.5	46.461	45.219	1.7209
6907.5	46.845	45.438	1.6735
6907.5	47.159	45.806	1.674
6907.6	47.557	46.271	1.6781
6907.6	47.734	46.563	1.7134
6907.6	47.842	46.84	1.7097
6907.6	47.934	47.136	1.6844
6907.7	48.14	47.49	1.6437
6907.7	48.33	47.81	1.7001
6907.7	48.537	48.111	1.7825
6907.8	48.822	48.449	1.7805
6907.8	49.047	48.901	1.6959
6907.8	49.143	49.194	1.7433
6907.8	49.128	49.314	1.8086
6907.9	49.068	49.309	1.8446
6907.9	49.07	49.322	1.8427
6907.9	49.129	49.674	1.7921
6907.9	49.248	50.083	1.8088
6908	49.235	50.546	1.87
6908	49.21	51.032	1.929
6908	49.172	51.386	2.0298
6908	49.089	51.684	2.1052
6908.1	48.907	51.895	2.1147
6908.1	48.643	52.245	2.0484
6908.1	48.368	52.683	1.96
6908.1	48.106	53.106	1.8833
6908.2	47.728	53.588	1.8833
6908.2	47.363	53.998	1.8833
6908.2	47.005	54.145	1.8833
6908.2	46.496	54.113	1.8833
6908.3	46.211	54.386	1.9025
6908.3	46.03	54.962	1.9279
6908.3	45.903	55.733	1.9426
6908.3	45.829	56.682	1.9131
6908.4	46.041	57.155	1.9942
6908.4	46.083	57.514	2.0165
6908.4	46.056	57.859	2.0165
6908.4	45.94	58.41	2.0468
6908.5	45.76	58.948	1.9862
6908.5	45.521	59.438	1.8926
6908.5	45.263	59.926	1.8372
6908.5	45.301	60.536	1.7493
6908.6	45.156	60.752	1.8793
6908.6	44.962	61.013	2.0137
6908.6	44.664	61.399	2.1577
6908.6	44.213	61.832	2.3224
6908.7	43.769	61.97	2.2543
6908.7	43.199	62.091	2.413
6908.7	42.633	62.222	2.413
6908.7	42.166	62.379	2.2944
6908.8	41.816	62.575	2.2099
6908.8	41.658	62.893	2.1437
6908.8	41.727	63.335	2.139
6908.9	41.858	63.865	2.2579
6908.9	42.185	64.248	2.2587
6908.9	42.361	64.598	2.1664
6908.9	42.41	64.989	2.1032
6909	42.374	65.453	2.0896
6909	42.321	66.145	2.0871
6909	42.426	67.021	1.7988
6909	42.885	67.376	1.5717
6909.1	43.469	67.684	1.4516
6909.1	44.072	67.98	1.4524
6909.1	44.846	68.045	1.5673
6909.1	45.343	68.31	1.6976
6909.2	45.746	68.543	1.7885
6909.2	46.136	68.771	1.8693
6909.2	46.441	69.166	1.8236
6909.2	46.644	69.521	1.7163
6909.3	46.784	69.921	1.5494
6909.3	46.916	70.412	1.3348
6909.3	47.055	70.857	1.0948
6909.3	47.556	71.455	0.90564
6909.4	48.123	71.874	0.80138
6909.4	48.7	71.881	0.79167
6909.4	49.289	71.549	0.84054
6909.4	50.079	71.438	0.84054
6909.5	50.803	71.488	0.84054
6909.5	51.352	71.531	0.84054
6909.5	51.897	71.653	0.90771
6909.5	52.443	71.868	1.019
6909.6	52.598	72.112	1.0107
6909.6	52.846	72.389	1.0057
6909.6	53.323	72.816	1.0066
6909.6	53.527	73.527	1.0186
6909.7	53.8	74.057	1.0204
6909.7	53.967	74.442	0.97314
6909.7	54.2	74.686	0.88055
6909.7	54.785	74.899	0.75028
6909.8	55.546	75.133	0.75649
6909.8	55.887	75.049	0.75266
6909.8	56.423	74.863	0.62225
6909.8	57.033	74.625	0.49976
6909.9	57.488	74.325	0.49142
6909.9	57.926	74.107	0.22353
6909.9	58.381	74.009	0.17949
6910	58.858	73.929	0.17949
6910	59.186	73.874	0.12899
6910	59.364	73.674	0.18268
6910	59.632	73.563	0.24811
6910.1	60.021	73.594	0.27381
6910.1	60.377	73.621	0.27445
6910.1	60.714	73.563	0.32728
6910.1	61.329	73.46	0.34119
6910.2	61.849	73.373	0.37109
6910.2	62.182	73.359	0.42984
6910.2	62.529	73.471	0.49176
6910.2	63.172	73.521	0.49176
6910.3	63.65	73.807	0.50821
6910.3	64.107	74.152	0.40224
6910.3	64.524	74.402	0.22981
6910.3	64.744	74.536	0.22981
6910.4	65.081	74.561	0.15545
6910.4	65.679	74.378	6.2247
6910.4	66.489	74.008	5.9558
6910.4	67.096	73.36	5.8784
6910.5	67.364	72.701	5.8636
6910.5	67.449	72.075	5.9
6910.5	67.699	71.432	5.9612
6910.5	68.521	70.891	6.0469
6910.6	69.129	70.521	6.0278
6910.6	69.636	70.406	6.0581
6910.6	70.025	70.436	6.0933
6910.6	70.404	70.434	6.071
6910.7	70.951	70.298	5.9352
6910.7	71.344	70.327	5.9444
6910.7	71.524	70.379	5.9845
6910.7	71.576	70.44	6.0404
6910.8	71.581	70.521	6.0285
6910.8	71.669	70.663	6.0766
6910.8	71.795	70.841	6.097
6910.8	71.876	71.001	5.9544
6910.9	72.049	70.931	6.0333
